全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
131024,1.31E+11,中央区,公衆浴場十思湯,コウシュウヨクジョウジッシユ,,,,,,131024,,東京都中央区小伝馬町5-19,,,,,,35.690964,139.777354,,,,,,,,1030001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,十思スクエア防災拠点倉庫（別館）,ジッシスクエアボウサイキョテンソウコ（ベッカン）,,,,,,131024,,東京都中央区小伝馬町5-19,,,,,,35.690964,139.777354,,,,,,,,1030001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,中央会館「銀座ブロッサム」,チュウオウカイカン「ギンザブロッサム」,,,,,,131024,,東京都中央区銀座2-15-6,,,,,,35.671233,139.771182,,,,,,,,1040061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,築地社会教育会館,ツキジシャカイキョウイクカイカン,,,,,,131024,,東京都中央区築地4-15-1,,,,,,35.666391,139.768187,,,,,,,,1040045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,築地保育園,ツキジホイクエン,,,,,,131024,,東京都中央区築地4-15-1,,,,,,35.666391,139.768187,,,,,,,,1040045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,京橋図書館別置倉庫,キョウバシトショカンベッチソウコ,,,,,,131024,,東京都中央区築地4-15-1,,,,,,35.666391,139.768187,,,,,,,,1040045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,郷土天文館文化財保管庫（築地）,キョウドテンモンカンブンカザイホカンコ（ツキジ）,,,,,,131024,,東京都中央区築地4-15-1,,,,,,35.666391,139.768187,,,,,,,,1040045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,女性センター 「ブーケ21」,ジョセイセンター 「ブーケ21」,,,,,,131024,,東京都中央区湊1-1-1,,,,,,35.673615,139.778758,,,,,,,,1040043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,産業会館,サンギョウカイカン,,,,,,131024,,東京都中央区東日本橋2-22-4,,,,,,35.694038,139.787131,,,,,,,,1030004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,東日本橋住宅,ヒガシニホンバシジュウタク,,,,,,131024,,東京都中央区東日本橋2-22-4,,,,,,35.694038,139.787131,,,,,,,,1030004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,総合スポーツセンター,ソウゴウスポーツセンター,,,,,,131024,,東京都中央区日本橋浜町2-59-1,,,,,,35.687126,139.789311,,,,,,,,1030007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,総合スポーツセンター防災備蓄倉庫,ソウゴウスポーツセンターボウサイビチクソウコ,,,,,,131024,,東京都中央区日本橋浜町2-59-1,,,,,,35.687126,139.789311,,,,,,,,1030007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,月島幼稚園,ツキシマヨウチエン,,,,,,131024,,東京都中央区月島1-9-7,,,,,,35.664709,139.782848,,,,,,,,1040052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,月島スポーツプラザ,ツキシマスポーツプラザ,,,,,,131024,,東京都中央区月島1-9-7,,,,,,35.664709,139.782848,,,,,,,,1040052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,月島西仲住宅,ツキシマニシナカジュウタク,,,,,,131024,,東京都中央区月島1-9-7,,,,,,35.664709,139.782848,,,,,,,,1040052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,月島西仲まちづくり支援用施設（仮店舗）,ツキシマニシナカマチズクリシエンヨウシセツ（カリテンポ）,,,,,,131024,,東京都中央区月島1-9-7,,,,,,35.664709,139.782848,,,,,,,,1040052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,月島西仲まちづくり支援用施設（仮住宅）,ツキシマニシナカマチズクリシエンヨウシセツ（カリジュウタク）,,,,,,131024,,東京都中央区月島1-9-7,,,,,,35.664709,139.782848,,,,,,,,1040052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,月島運動場管理事務所,ツキシマウンドウジョウカンリジムショ,,,,,,131024,,東京都中央区晴海1-3-29,,,,,,35.659096,139.786397,,,,,,,,1040053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,温浴プラザ「ほっとプラザはるみ」（休館中）,オンヨクプラザ「ホットプラザハルミ」（キュウカンチュウ）,,,,,,131024,,東京都中央区晴海5-2-3,,,,,,35.652023,139.774843,,,,,,,,1040053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,中央清掃事務所晴海事業所,チュウオウセイソウジムショハルミジギョウショ,,,,,,131024,,東京都中央区晴海5-2-3,,,,,,35.652023,139.774843,,,,,,,,1040053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,ほっとプラザはるみ防災備蓄倉庫・月島第三小学校副拠点倉庫,ホットプラザハルミボウサイビチクソウコ・ツキシマダイサンショウガッコウフクキョテンソウコ,,,,,,131024,,東京都中央区晴海5-2-3,,,,,,35.652023,139.774843,,,,,,,,1040053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,伊豆高原荘,イズコウゲンソウ,,,,,,222089,,静岡県伊東市八幡野1283-36,,,,,,34.892026,139.10718,,,,,,,,4130232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,区民健康村「ヴィラ本栖」,クミンケンコウムラ「ヴィラモトス」,,,,,,194301,,山梨県南都留郡富士河口湖町本栖字上の原218-119,,,,,,35.454184,138.602583,,,,,,,,4010337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,豊海区民館,トヨミクミンカン,,,,,,131024,,東京都中央区勝どき6-7-8,,,,,,35.654876,139.773943,,,,,,,,1040054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,豊海運動公園管理事務所,トヨミウンドウコウエンカンリジムショ,,,,,,131024,,東京都中央区勝どき6-7-8,,,,,,35.654876,139.773943,,,,,,,,1040054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
